GarageNumb,Marsh,Graph,Smena,TimeNav,Latitude,Longitude,Speed,Azimuth
1123,37,30,1,14.11.202012:14:40,55.731867,49.18175,35,213
1123,37,30,1,14.11.202012:14:40,55.731867,49.18175,35,213
1123,37,30,1,14.11.202012:15:40,55.7279,49.17695,17,214
1123,37,30,1,14.11.202012:15:40,55.7279,49.17695,17,214
1123,37,30,1,14.11.202012:15:40,55.7279,49.17695,17,214
1123,37,30,1,14.11.202012:16:40,55.724967,49.173817,41,200
1123,37,30,1,14.11.202012:16:40,55.724967,49.173817,41,200
1123,37,30,1,14.11.202012:16:40,55.724967,49.173817,41,200
1123,37,30,1,14.11.202012:16:40,55.724967,49.173817,41,200
1123,37,30,1,14.11.202012:16:40,55.724967,49.173817,41,200
1123,37,30,1,14.11.202012:16:40,55.724967,49.173817,41,200
1123,37,30,1,14.11.202012:18:40,55.723,49.172733,22,22
1123,37,30,1,14.11.202012:18:40,55.723,49.172733,22,22
1123,37,30,1,14.11.202012:18:40,55.723,49.172733,22,22
