GarageNumb,Marsh,Graph,Smena,TimeNav,Latitude,Longitude,Speed,Azimuth
1120,37,12,2,07.11.202020:25:40,55.785983,49.111233,0,140
1120,37,12,2,07.11.202020:25:40,55.785983,49.111233,0,140
1120,37,12,2,07.11.202020:26:40,55.7837,49.1142,11,143
1120,37,12,2,07.11.202020:26:40,55.7837,49.1142,11,143
1120,37,12,2,07.11.202020:26:40,55.7837,49.1142,11,143
1120,37,12,2,07.11.202020:26:40,55.7837,49.1142,11,143
1120,37,12,2,07.11.202020:26:40,55.7837,49.1142,11,143
1120,37,12,2,07.11.202020:26:40,55.7837,49.1142,11,143
1120,37,12,2,07.11.202020:27:40,55.782833,49.115333,9,140
1120,37,12,2,07.11.202020:27:40,55.782833,49.115333,9,140
1120,37,12,2,07.11.202020:27:40,55.782833,49.115333,9,140
1120,37,12,2,07.11.202020:27:40,55.782833,49.115333,9,140
1120,37,12,2,07.11.202020:28:40,55.783117,49.116733,9,33
1120,37,12,2,07.11.202020:28:40,55.783117,49.116733,9,33
1120,37,12,2,07.11.202020:28:40,55.783117,49.116733,9,33
1120,37,12,2,07.11.202020:28:40,55.783117,49.116733,9,33
1120,37,12,2,07.11.202020:29:40,55.78495,49.119217,19,39
1120,37,12,2,07.11.202020:29:40,55.78495,49.119217,19,39
1120,37,12,2,07.11.202020:29:40,55.78495,49.119217,19,39
1120,37,12,2,07.11.202020:29:40,55.78495,49.119217,19,39
1120,37,12,2,07.11.202020:30:40,55.7859,49.12065,0,102
1120,37,12,2,07.11.202020:30:40,55.7859,49.12065,0,102
1120,37,12,2,07.11.202020:30:40,55.7859,49.12065,0,102
1120,37,12,2,07.11.202020:30:40,55.7859,49.12065,0,102
1120,37,12,2,07.11.202020:31:40,55.785583,49.121583,0,36
1120,37,12,2,07.11.202020:31:40,55.785583,49.121583,0,36
1120,37,12,2,07.11.202020:31:40,55.785583,49.121583,0,36
1120,37,12,2,07.11.202020:31:40,55.785583,49.121583,0,36
1120,37,12,2,07.11.202020:32:40,55.785583,49.12155,0,59
1120,37,12,2,07.11.202020:32:40,55.785583,49.12155,0,59
1120,37,12,2,07.11.202020:32:40,55.785583,49.12155,0,59
1120,37,12,2,07.11.202020:32:40,55.785583,49.12155,0,59
1120,37,12,2,07.11.202020:33:40,55.785583,49.1215,0,37
1120,37,12,2,07.11.202020:33:40,55.785583,49.1215,0,37
1120,37,12,2,07.11.202020:33:40,55.785583,49.1215,0,37
1120,37,12,2,07.11.202020:33:40,55.785583,49.1215,0,37
1120,37,12,2,07.11.202020:34:40,55.785583,49.1215,0,31
1120,37,12,2,07.11.202020:34:40,55.785583,49.1215,0,31
1120,37,12,2,07.11.202020:34:40,55.785583,49.1215,0,31
1120,37,12,2,07.11.202020:34:40,55.785583,49.1215,0,31
1120,37,12,2,07.11.202020:35:40,55.784383,49.12385,19,131
1120,37,12,2,07.11.202020:35:40,55.784383,49.12385,19,131
1120,37,12,2,07.11.202020:35:40,55.784383,49.12385,19,131
1120,37,12,2,07.11.202020:35:40,55.784383,49.12385,19,131
1120,37,12,2,07.11.202020:36:40,55.782767,49.127,0,41
1120,37,12,2,07.11.202020:36:40,55.782767,49.127,0,41
1120,37,12,2,07.11.202020:36:40,55.782767,49.127,0,41
1120,37,12,2,07.11.202020:36:40,55.782767,49.127,0,41
1120,37,12,2,07.11.202020:37:40,55.780833,49.13105,24,130
1120,37,12,2,07.11.202020:37:40,55.780833,49.13105,24,130
1120,37,12,2,07.11.202020:37:40,55.780833,49.13105,24,130
1120,37,12,2,07.11.202020:37:40,55.780833,49.13105,24,130
1120,37,12,2,07.11.202020:38:40,55.779467,49.1337,9,130
1120,37,12,2,07.11.202020:38:40,55.779467,49.1337,9,130
1120,37,12,2,07.11.202020:38:40,55.779467,49.1337,9,130
1120,37,12,2,07.11.202020:38:40,55.779467,49.1337,9,130
1120,37,12,2,07.11.202020:39:40,55.778717,49.1329,24,220
1120,37,12,2,07.11.202020:39:40,55.778717,49.1329,24,220
1120,37,12,2,07.11.202020:39:40,55.778717,49.1329,24,220
1120,37,12,2,07.11.202020:39:40,55.778717,49.1329,24,220
1120,37,12,2,07.11.202020:40:40,55.776667,49.131417,20,153
1120,37,12,2,07.11.202020:40:40,55.776667,49.131417,20,153
1120,37,12,2,07.11.202020:40:40,55.776667,49.131417,20,153
1120,37,12,2,07.11.202020:40:40,55.776667,49.131417,20,153
1120,37,12,2,07.11.202020:41:40,55.774367,49.1366,35,127
1120,37,12,2,07.11.202020:41:40,55.774367,49.1366,35,127
1120,37,12,2,07.11.202020:41:40,55.774367,49.1366,35,127
1120,37,12,2,07.11.202020:41:40,55.774367,49.1366,35,127
1120,37,12,2,07.11.202020:42:40,55.772483,49.1408,19,130
1120,37,12,2,07.11.202020:42:40,55.772483,49.1408,19,130
1120,37,12,2,07.11.202020:42:40,55.772483,49.1408,19,130
1120,37,12,2,07.11.202020:42:40,55.772483,49.1408,19,130
1120,37,12,2,07.11.202020:42:40,55.772483,49.1408,19,130
1120,37,12,2,07.11.202020:42:40,55.772483,49.1408,19,130
1120,37,12,2,07.11.202020:42:40,55.772483,49.1408,19,130
1120,37,12,2,07.11.202020:42:40,55.772483,49.1408,19,130
1120,37,12,2,07.11.202020:44:40,55.765133,49.148767,19,153
1120,37,12,2,07.11.202020:44:40,55.765133,49.148767,19,153
1120,37,12,2,07.11.202020:44:40,55.765133,49.148767,19,153
1120,37,12,2,07.11.202020:44:40,55.765133,49.148767,19,153
1120,37,12,2,07.11.202020:45:40,55.763867,49.149967,0,317
1120,37,12,2,07.11.202020:45:40,55.763867,49.149967,0,317
1120,37,12,2,07.11.202020:45:40,55.763867,49.149967,0,317
1120,37,12,2,07.11.202020:45:40,55.763867,49.149967,0,317
1120,37,12,2,07.11.202020:46:40,55.763283,49.15415,43,96
1120,37,12,2,07.11.202020:46:40,55.763283,49.15415,43,96
1120,37,12,2,07.11.202020:46:40,55.763283,49.15415,43,96
1120,37,12,2,07.11.202020:46:40,55.763283,49.15415,43,96
1120,37,12,2,07.11.202020:47:40,55.763433,49.16515,35,56
1120,37,12,2,07.11.202020:47:40,55.763433,49.16515,35,56
1120,37,12,2,07.11.202020:47:40,55.763433,49.16515,35,56
1120,37,12,2,07.11.202020:47:40,55.763433,49.16515,35,56
1120,37,12,2,07.11.202020:48:40,55.764867,49.168667,19,68
1120,37,12,2,07.11.202020:48:40,55.764867,49.168667,19,68
1120,37,12,2,07.11.202020:48:40,55.764867,49.168667,19,68
1120,37,12,2,07.11.202020:48:40,55.764867,49.168667,19,68
1120,37,12,2,07.11.202020:49:40,55.764783,49.174433,13,98
1120,37,12,2,07.11.202020:49:40,55.764783,49.174433,13,98
1120,37,12,2,07.11.202020:49:40,55.764783,49.174433,13,98
1120,37,12,2,07.11.202020:49:40,55.764783,49.174433,13,98
1120,37,12,2,07.11.202020:50:40,55.765233,49.179733,19,52
1120,37,12,2,07.11.202020:50:40,55.765233,49.179733,19,52
1120,37,12,2,07.11.202020:50:40,55.765233,49.179733,19,52
1120,37,12,2,07.11.202020:50:40,55.765233,49.179733,19,52
1120,37,12,2,07.11.202020:51:40,55.765867,49.181,7,49
1120,37,12,2,07.11.202020:51:40,55.765867,49.181,7,49
1120,37,12,2,07.11.202020:51:40,55.765867,49.181,7,49
1120,37,12,2,07.11.202020:51:40,55.765867,49.181,7,49
1120,37,12,2,07.11.202020:52:40,55.7621,49.187883,28,136
1120,37,12,2,07.11.202020:52:40,55.7621,49.187883,28,136
1120,37,12,2,07.11.202020:52:40,55.7621,49.187883,28,136
1120,37,12,2,07.11.202020:52:40,55.7621,49.187883,28,136
1120,37,12,2,07.11.202020:53:40,55.7598,49.19165,11,135
1120,37,12,2,07.11.202020:53:40,55.7598,49.19165,11,135
1120,37,12,2,07.11.202020:53:40,55.7598,49.19165,11,135
1120,37,12,2,07.11.202020:53:40,55.7598,49.19165,11,135
1120,37,12,2,07.11.202020:54:40,55.75705,49.196417,9,134
1120,37,12,2,07.11.202020:54:40,55.75705,49.196417,9,134
1120,37,12,2,07.11.202020:54:40,55.75705,49.196417,9,134
1120,37,12,2,07.11.202020:54:40,55.75705,49.196417,9,134
1120,37,12,2,07.11.202020:55:40,55.755083,49.199817,26,135
1120,37,12,2,07.11.202020:55:40,55.755083,49.199817,26,135
1120,37,12,2,07.11.202020:55:40,55.755083,49.199817,26,135
1120,37,12,2,07.11.202020:55:40,55.755083,49.199817,26,135
1120,37,12,2,07.11.202020:56:40,55.753517,49.202483,13,134
1120,37,12,2,07.11.202020:56:40,55.753517,49.202483,13,134
1120,37,12,2,07.11.202020:56:40,55.753517,49.202483,13,134
1120,37,12,2,07.11.202020:56:40,55.753517,49.202483,13,134
1120,37,12,2,07.11.202020:57:40,55.750783,49.206633,41,135
1120,37,12,2,07.11.202020:57:40,55.750783,49.206633,41,135
1120,37,12,2,07.11.202020:57:40,55.750783,49.206633,41,135
1120,37,12,2,07.11.202020:57:40,55.750783,49.206633,41,135
1120,37,12,2,07.11.202020:58:40,55.74855,49.205517,41,225
1120,37,12,2,07.11.202020:58:40,55.74855,49.205517,41,225
1120,37,12,2,07.11.202020:58:40,55.74855,49.205517,41,225
1120,37,12,2,07.11.202020:58:40,55.74855,49.205517,41,225
1120,37,12,2,07.11.202020:59:40,55.744467,49.197983,35,225
1120,37,12,2,07.11.202020:59:40,55.744467,49.197983,35,225
1120,37,12,2,07.11.202020:59:40,55.744467,49.197983,35,225
1120,37,12,2,07.11.202020:59:40,55.744467,49.197983,35,225
1120,37,12,2,07.11.202021:00:40,55.741217,49.191983,33,226
1120,37,12,2,07.11.202021:00:40,55.741217,49.191983,33,226
1120,37,12,2,07.11.202021:00:40,55.741217,49.191983,33,226
1120,37,12,2,07.11.202021:00:40,55.741217,49.191983,33,226
1120,37,12,2,07.11.202021:01:40,55.735333,49.181283,44,228
1120,37,12,2,07.11.202021:01:40,55.735333,49.181283,44,228
1120,37,12,2,07.11.202021:01:40,55.735333,49.181283,44,228
1120,37,12,2,07.11.202021:01:40,55.735333,49.181283,44,228
1120,37,12,2,07.11.202021:02:40,55.73445,49.179767,0,223
1120,37,12,2,07.11.202021:02:40,55.73445,49.179767,0,223
1120,37,12,2,07.11.202021:02:40,55.73445,49.179767,0,223
1120,37,12,2,07.11.202021:02:40,55.73445,49.179767,0,223
1120,37,12,2,07.11.202021:03:40,55.73365,49.18275,11,107
1120,37,12,2,07.11.202021:03:40,55.73365,49.18275,11,107
1120,37,12,2,07.11.202021:03:40,55.73365,49.18275,11,107
1120,37,12,2,07.11.202021:03:40,55.73365,49.18275,11,107
1120,37,12,2,07.11.202021:04:40,55.732,49.181817,30,212
1120,37,12,2,07.11.202021:04:40,55.732,49.181817,30,212
1120,37,12,2,07.11.202021:04:40,55.732,49.181817,30,212
1120,37,12,2,07.11.202021:04:40,55.732,49.181817,30,212
1120,37,12,2,07.11.202021:05:40,55.727967,49.176967,0,215
1120,37,12,2,07.11.202021:05:40,55.727967,49.176967,0,215
1120,37,12,2,07.11.202021:05:40,55.727967,49.176967,0,215
1120,37,12,2,07.11.202021:05:40,55.727967,49.176967,0,215
1120,37,12,2,07.11.202021:06:40,55.72545,49.174133,15,198
1120,37,12,2,07.11.202021:06:40,55.72545,49.174133,15,198
1120,37,12,2,07.11.202021:06:40,55.72545,49.174133,15,198
1120,37,12,2,07.11.202021:06:40,55.72545,49.174133,15,198
1120,37,12,2,07.11.202021:07:40,55.721083,49.171117,17,205
1120,37,12,2,07.11.202021:07:40,55.721083,49.171117,17,205
1120,37,12,2,07.11.202021:07:40,55.721083,49.171117,17,205
1120,37,12,2,07.11.202021:07:40,55.721083,49.171117,17,205
1120,37,12,2,07.11.202021:08:40,55.721167,49.171433,0,153
1120,37,12,2,07.11.202021:08:40,55.721167,49.171433,0,153
1120,37,12,2,07.11.202021:08:40,55.721167,49.171433,0,153
1120,37,12,2,07.11.202021:08:40,55.721167,49.171433,0,153
1120,37,12,2,07.11.202021:09:40,55.721167,49.17145,0,147
1120,37,12,2,07.11.202021:09:40,55.721167,49.17145,0,147
1120,37,12,2,07.11.202021:09:40,55.721167,49.17145,0,147
1120,37,12,2,07.11.202021:09:40,55.721167,49.17145,0,147
1120,37,12,2,07.11.202021:10:40,55.721183,49.171467,0,114
1120,37,12,2,07.11.202021:10:40,55.721183,49.171467,0,114
1120,37,12,2,07.11.202021:10:40,55.721183,49.171467,0,114
1120,37,12,2,07.11.202021:10:40,55.721183,49.171467,0,114
1120,37,12,2,07.11.202021:11:40,55.721183,49.17145,0,325
1120,37,12,2,07.11.202021:11:40,55.721183,49.17145,0,325
1120,37,12,2,07.11.202021:11:40,55.721183,49.17145,0,325
1120,37,12,2,07.11.202021:11:40,55.721183,49.17145,0,325
1120,37,12,2,07.11.202021:12:40,55.721183,49.171433,0,160
1120,37,12,2,07.11.202021:12:40,55.721183,49.171433,0,160
1120,37,12,2,07.11.202021:12:40,55.721183,49.171433,0,160
1120,37,12,2,07.11.202021:12:40,55.721183,49.171433,0,160
1120,37,12,2,07.11.202021:13:40,55.721183,49.171467,0,103
1120,37,12,2,07.11.202021:13:40,55.721183,49.171467,0,103
1120,37,12,2,07.11.202021:13:40,55.721183,49.171467,0,103
1120,37,12,2,07.11.202021:13:40,55.721183,49.171467,0,103
1120,37,12,2,07.11.202021:14:40,55.7219,49.171833,13,21
1120,37,12,2,07.11.202021:14:40,55.7219,49.171833,13,21
1120,37,12,2,07.11.202021:14:40,55.7219,49.171833,13,21
1120,37,12,2,07.11.202021:14:40,55.7219,49.171833,13,21
1120,37,12,2,07.11.202021:15:40,55.7245,49.173733,22,25
1120,37,12,2,07.11.202021:15:40,55.7245,49.173733,22,25
1120,37,12,2,07.11.202021:15:40,55.7245,49.173733,22,25
1120,37,12,2,07.11.202021:15:40,55.7245,49.173733,22,25
1120,37,12,2,07.11.202021:16:40,55.7262,49.175167,19,39
1120,37,12,2,07.11.202021:16:40,55.7262,49.175167,19,39
1120,37,12,2,07.11.202021:16:40,55.7262,49.175167,19,39
1120,37,12,2,07.11.202021:16:40,55.7262,49.175167,19,39
1120,37,12,2,07.11.202021:17:40,55.7288,49.1782,6,32
1120,37,12,2,07.11.202021:17:40,55.7288,49.1782,6,32
1120,37,12,2,07.11.202021:17:40,55.7288,49.1782,6,32
1120,37,12,2,07.11.202021:17:40,55.7288,49.1782,6,32
1120,37,12,2,07.11.202021:18:40,55.732283,49.1824,26,33
1120,37,12,2,07.11.202021:18:40,55.732283,49.1824,26,33
1120,37,12,2,07.11.202021:18:40,55.732283,49.1824,26,33
1120,37,12,2,07.11.202021:18:40,55.732283,49.1824,26,33
1120,37,12,2,07.11.202021:18:40,55.732283,49.1824,26,33
1120,37,12,2,07.11.202021:18:40,55.732283,49.1824,26,33
1120,37,12,2,07.11.202021:18:40,55.732283,49.1824,26,33
1120,37,12,2,07.11.202021:18:40,55.732283,49.1824,26,33
1120,37,12,2,07.11.202021:20:40,55.736067,49.183467,33,46
1120,37,12,2,07.11.202021:20:40,55.736067,49.183467,33,46
1120,37,12,2,07.11.202021:20:40,55.736067,49.183467,33,46
1120,37,12,2,07.11.202021:20:40,55.736067,49.183467,33,46
1120,37,12,2,07.11.202021:21:40,55.740217,49.191117,37,46
1120,37,12,2,07.11.202021:21:40,55.740217,49.191117,37,46
1120,37,12,2,07.11.202021:21:40,55.740217,49.191117,37,46
1120,37,12,2,07.11.202021:21:40,55.740217,49.191117,37,46
1120,37,12,2,07.11.202021:22:40,55.742483,49.195317,35,47
1120,37,12,2,07.11.202021:22:40,55.742483,49.195317,35,47
1120,37,12,2,07.11.202021:22:40,55.742483,49.195317,35,47
1120,37,12,2,07.11.202021:22:40,55.742483,49.195317,35,47
1120,37,12,2,07.11.202021:23:40,55.745283,49.200533,7,42
1120,37,12,2,07.11.202021:23:40,55.745283,49.200533,7,42
1120,37,12,2,07.11.202021:23:40,55.745283,49.200533,7,42
1120,37,12,2,07.11.202021:23:40,55.745283,49.200533,7,42
1120,37,12,2,07.11.202021:24:40,55.74835,49.206067,41,46
1120,37,12,2,07.11.202021:24:40,55.74835,49.206067,41,46
1120,37,12,2,07.11.202021:24:40,55.74835,49.206067,41,46
1120,37,12,2,07.11.202021:24:40,55.74835,49.206067,41,46
1120,37,12,2,07.11.202021:25:40,55.75065,49.210467,24,48
1120,37,12,2,07.11.202021:25:40,55.75065,49.210467,24,48
1120,37,12,2,07.11.202021:25:40,55.75065,49.210467,24,48
1120,37,12,2,07.11.202021:25:40,55.75065,49.210467,24,48
1120,37,12,2,07.11.202021:26:40,55.752067,49.2115,33,216
1120,37,12,2,07.11.202021:26:40,55.752067,49.2115,33,216
1120,37,12,2,07.11.202021:26:40,55.752067,49.2115,33,216
1120,37,12,2,07.11.202021:26:40,55.752067,49.2115,33,216
1120,37,12,2,07.11.202021:27:40,55.751483,49.20685,26,315
1120,37,12,2,07.11.202021:27:40,55.751483,49.20685,26,315
1120,37,12,2,07.11.202021:27:40,55.751483,49.20685,26,315
1120,37,12,2,07.11.202021:27:40,55.751483,49.20685,26,315
1120,37,12,2,07.11.202021:28:40,55.753783,49.20265,15,321
1120,37,12,2,07.11.202021:28:40,55.753783,49.20265,15,321
1120,37,12,2,07.11.202021:28:40,55.753783,49.20265,15,321
1120,37,12,2,07.11.202021:28:40,55.753783,49.20265,15,321
1120,37,12,2,07.11.202021:29:40,55.755217,49.200217,22,315
1120,37,12,2,07.11.202021:29:40,55.755217,49.200217,22,315
1120,37,12,2,07.11.202021:29:40,55.755217,49.200217,22,315
1120,37,12,2,07.11.202021:29:40,55.755217,49.200217,22,315
1120,37,12,2,07.11.202021:30:40,55.757367,49.196533,15,312
1120,37,12,2,07.11.202021:30:40,55.757367,49.196533,15,312
1120,37,12,2,07.11.202021:30:40,55.757367,49.196533,15,312
1120,37,12,2,07.11.202021:30:40,55.757367,49.196533,15,312
1120,37,12,2,07.11.202021:31:40,55.759783,49.192517,22,319
1120,37,12,2,07.11.202021:31:40,55.759783,49.192517,22,319
1120,37,12,2,07.11.202021:31:40,55.759783,49.192517,22,319
1120,37,12,2,07.11.202021:31:40,55.759783,49.192517,22,319
1120,37,12,2,07.11.202021:32:40,55.7614,49.189617,26,314
1120,37,12,2,07.11.202021:32:40,55.7614,49.189617,26,314
1120,37,12,2,07.11.202021:32:40,55.7614,49.189617,26,314
1120,37,12,2,07.11.202021:32:40,55.7614,49.189617,26,314
1120,37,12,2,07.11.202021:33:40,55.764217,49.184717,15,322
1120,37,12,2,07.11.202021:33:40,55.764217,49.184717,15,322
1120,37,12,2,07.11.202021:33:40,55.764217,49.184717,15,322
1120,37,12,2,07.11.202021:33:40,55.764217,49.184717,15,322
1120,37,12,2,07.11.202021:34:40,55.765617,49.1821,4,318
1120,37,12,2,07.11.202021:34:40,55.765617,49.1821,4,318
1120,37,12,2,07.11.202021:34:40,55.765617,49.1821,4,318
1120,37,12,2,07.11.202021:34:40,55.765617,49.1821,4,318
1120,37,12,2,07.11.202021:35:40,55.765283,49.179517,9,226
1120,37,12,2,07.11.202021:35:40,55.765283,49.179517,9,226
1120,37,12,2,07.11.202021:35:40,55.765283,49.179517,9,226
1120,37,12,2,07.11.202021:35:40,55.765283,49.179517,9,226
1120,37,12,2,07.11.202021:36:40,55.764733,49.176333,20,273
1120,37,12,2,07.11.202021:36:40,55.764733,49.176333,20,273
1120,37,12,2,07.11.202021:36:40,55.764733,49.176333,20,273
1120,37,12,2,07.11.202021:36:40,55.764733,49.176333,20,273
1120,37,12,2,07.11.202021:37:40,55.764967,49.170317,26,273
1120,37,12,2,07.11.202021:37:40,55.764967,49.170317,26,273
1120,37,12,2,07.11.202021:37:40,55.764967,49.170317,26,273
1120,37,12,2,07.11.202021:37:40,55.764967,49.170317,26,273
1120,37,12,2,07.11.202021:38:40,55.763733,49.165833,28,231
1120,37,12,2,07.11.202021:38:40,55.763733,49.165833,28,231
1120,37,12,2,07.11.202021:38:40,55.763733,49.165833,28,231
1120,37,12,2,07.11.202021:38:40,55.763733,49.165833,28,231
1120,37,12,2,07.11.202021:39:40,55.765183,49.166833,39,52
1120,37,12,2,07.11.202021:39:40,55.765183,49.166833,39,52
1120,37,12,2,07.11.202021:39:40,55.765183,49.166833,39,52
1120,37,12,2,07.11.202021:39:40,55.765183,49.166833,39,52
1120,37,12,2,07.11.202021:40:40,55.76905,49.1707,26,187
1120,37,12,2,07.11.202021:40:40,55.76905,49.1707,26,187
1120,37,12,2,07.11.202021:40:40,55.76905,49.1707,26,187
1120,37,12,2,07.11.202021:40:40,55.76905,49.1707,26,187
1120,37,12,2,07.11.202021:41:40,55.764867,49.16565,35,234
1120,37,12,2,07.11.202021:41:40,55.764867,49.16565,35,234
1120,37,12,2,07.11.202021:41:40,55.764867,49.16565,35,234
1120,37,12,2,07.11.202021:41:40,55.764867,49.16565,35,234
1120,37,12,2,07.11.202021:42:40,55.76325,49.157117,35,273
1120,37,12,2,07.11.202021:42:40,55.76325,49.157117,35,273
1120,37,12,2,07.11.202021:42:40,55.76325,49.157117,35,273
1120,37,12,2,07.11.202021:42:40,55.76325,49.157117,35,273
1120,37,12,2,07.11.202021:43:40,55.764717,49.149483,26,327
1120,37,12,2,07.11.202021:43:40,55.764717,49.149483,26,327
1120,37,12,2,07.11.202021:43:40,55.764717,49.149483,26,327
1120,37,12,2,07.11.202021:43:40,55.764717,49.149483,26,327
1120,37,12,2,07.11.202021:44:40,55.768683,49.1459,17,325
1120,37,12,2,07.11.202021:44:40,55.768683,49.1459,17,325
1120,37,12,2,07.11.202021:44:40,55.768683,49.1459,17,325
1120,37,12,2,07.11.202021:44:40,55.768683,49.1459,17,325
1120,37,12,2,07.11.202021:45:40,55.771767,49.142517,0,67
1120,37,12,2,07.11.202021:45:40,55.771767,49.142517,0,67
1120,37,12,2,07.11.202021:45:40,55.771767,49.142517,0,67
1120,37,12,2,07.11.202021:45:40,55.771767,49.142517,0,67
1120,37,12,2,07.11.202021:46:40,55.772933,49.140183,24,312
1120,37,12,2,07.11.202021:46:40,55.772933,49.140183,24,312
1120,37,12,2,07.11.202021:46:40,55.772933,49.140183,24,312
1120,37,12,2,07.11.202021:46:40,55.772933,49.140183,24,312
1120,37,12,2,07.11.202021:47:40,55.77635,49.132433,15,304
1120,37,12,2,07.11.202021:47:40,55.77635,49.132433,15,304
1120,37,12,2,07.11.202021:47:40,55.77635,49.132433,15,304
1120,37,12,2,07.11.202021:47:40,55.77635,49.132433,15,304
1120,37,12,2,07.11.202021:48:40,55.7791,49.13355,7,36
1120,37,12,2,07.11.202021:48:40,55.7791,49.13355,7,36
1120,37,12,2,07.11.202021:48:40,55.7791,49.13355,7,36
1120,37,12,2,07.11.202021:48:40,55.7791,49.13355,7,36
1120,37,12,2,07.11.202021:49:40,55.781717,49.129917,43,308
1120,37,12,2,07.11.202021:49:40,55.781717,49.129917,43,308
1120,37,12,2,07.11.202021:49:40,55.781717,49.129917,43,308
1120,37,12,2,07.11.202021:49:40,55.781717,49.129917,43,308
1120,37,12,2,07.11.202021:50:40,55.782983,49.126667,13,298
1120,37,12,2,07.11.202021:50:40,55.782983,49.126667,13,298
1120,37,12,2,07.11.202021:50:40,55.782983,49.126667,13,298
1120,37,12,2,07.11.202021:50:40,55.782983,49.126667,13,298
1120,37,12,2,07.11.202021:51:40,55.786017,49.1206,24,285
1120,37,12,2,07.11.202021:51:40,55.786017,49.1206,24,285
1120,37,12,2,07.11.202021:51:40,55.786017,49.1206,24,285
1120,37,12,2,07.11.202021:51:40,55.786017,49.1206,24,285
1120,37,12,2,07.11.202021:52:40,55.785133,49.118917,0,261
1120,37,12,2,07.11.202021:52:40,55.785133,49.118917,0,261
1120,37,12,2,07.11.202021:52:40,55.785133,49.118917,0,261
1120,37,12,2,07.11.202021:52:40,55.785133,49.118917,0,261
1120,37,12,2,07.11.202021:53:40,55.782683,49.115583,13,237
1120,37,12,2,07.11.202021:53:40,55.782683,49.115583,13,237
1120,37,12,2,07.11.202021:53:40,55.782683,49.115583,13,237
1120,37,12,2,07.11.202021:53:40,55.782683,49.115583,13,237
1120,37,12,2,07.11.202021:54:40,55.784267,49.1136,30,326
1120,37,12,2,07.11.202021:54:40,55.784267,49.1136,30,326
1120,37,12,2,07.11.202021:54:40,55.784267,49.1136,30,326
1120,37,12,2,07.11.202021:54:40,55.784267,49.1136,30,326
1120,37,12,2,07.11.202021:55:40,55.787,49.110467,7,327
1120,37,12,2,07.11.202021:55:40,55.787,49.110467,7,327
1120,37,12,2,07.11.202021:55:40,55.787,49.110467,7,327
1120,37,12,2,07.11.202021:55:40,55.787,49.110467,7,327
1120,37,12,2,07.11.202021:56:40,55.7871,49.11035,0,340
1120,37,12,2,07.11.202021:56:40,55.7871,49.11035,0,340
1120,37,12,2,07.11.202021:56:40,55.7871,49.11035,0,340
1120,37,12,2,07.11.202021:56:40,55.7871,49.11035,0,340
1120,37,12,2,07.11.202021:57:40,55.787533,49.10965,19,328
1120,37,12,2,07.11.202021:57:40,55.787533,49.10965,19,328
1120,37,12,2,07.11.202021:57:40,55.787533,49.10965,19,328
1120,37,12,2,07.11.202021:57:40,55.787533,49.10965,19,328
1120,37,12,2,07.11.202021:58:40,55.789783,49.106867,19,325
1120,37,12,2,07.11.202021:58:40,55.789783,49.106867,19,325
1120,37,12,2,07.11.202021:58:40,55.789783,49.106867,19,325
1120,37,12,2,07.11.202021:58:40,55.789783,49.106867,19,325
1120,37,12,2,07.11.202021:59:40,55.792133,49.10385,28,326
1120,37,12,2,07.11.202021:59:40,55.792133,49.10385,28,326
1120,37,12,2,07.11.202021:59:40,55.792133,49.10385,28,326
1120,37,12,2,07.11.202021:59:40,55.792133,49.10385,28,326
1120,37,12,2,07.11.202022:00:40,55.795283,49.10055,17,17
1120,37,12,2,07.11.202022:00:40,55.795283,49.10055,17,17
1120,37,12,2,07.11.202022:00:40,55.795283,49.10055,17,17
1120,37,12,2,07.11.202022:00:40,55.795283,49.10055,17,17
1120,37,12,2,07.11.202022:01:40,55.795967,49.102467,0,355
1120,37,12,2,07.11.202022:01:40,55.795967,49.102467,0,355
1120,37,12,2,07.11.202022:01:40,55.795967,49.102467,0,355
1120,37,12,2,07.11.202022:01:40,55.795967,49.102467,0,355
1120,37,12,2,07.11.202022:02:40,55.79715,49.102917,17,319
1120,37,12,2,07.11.202022:02:40,55.79715,49.102917,17,319
1120,37,12,2,07.11.202022:02:40,55.79715,49.102917,17,319
1120,37,12,2,07.11.202022:02:40,55.79715,49.102917,17,319
1120,37,12,2,07.11.202022:03:40,55.803833,49.10185,56,12
1120,37,12,2,07.11.202022:03:40,55.803833,49.10185,56,12
1120,37,12,2,07.11.202022:03:40,55.803833,49.10185,56,12
1120,37,12,2,07.11.202022:03:40,55.803833,49.10185,56,12
1120,37,12,2,07.11.202022:04:40,55.812117,49.102683,41,339
1120,37,12,2,07.11.202022:04:40,55.812117,49.102683,41,339
1120,37,12,2,07.11.202022:04:40,55.812117,49.102683,41,339
1120,37,12,2,07.11.202022:04:40,55.812117,49.102683,41,339
1120,37,12,2,07.11.202022:05:40,55.816533,49.099133,39,338
1120,37,12,2,07.11.202022:05:40,55.816533,49.099133,39,338
1120,37,12,2,07.11.202022:05:40,55.816533,49.099133,39,338
1120,37,12,2,07.11.202022:05:40,55.816533,49.099133,39,338
1120,37,12,2,07.11.202022:06:40,55.817717,49.098317,0,44
1120,37,12,2,07.11.202022:06:40,55.817717,49.098317,0,44
1120,37,12,2,07.11.202022:06:40,55.817717,49.098317,0,44
1120,37,12,2,07.11.202022:06:40,55.817717,49.098317,0,44
1120,37,12,2,07.11.202022:07:40,55.818683,49.097183,17,303
1120,37,12,2,07.11.202022:07:40,55.818683,49.097183,17,303
